	Expression	Targeting
HELPU_018040	-5.39438506435003	-3.41381291440186
HELPU_019582	-2.62077981311957	-3.50465343770292
HELPU_020115	-5.82856646293004	-2.49127091092366
HELPU_020580	-2.65060766062138	-5.9676497418808
HELPU_020615	-7.63233069210832	-4.81873149397876
HELPU_021087	-6.28033618446532	-2.49051419392023
HELPU_021161	-1.20074284534412	-1.62075211737039
HELPU_021234	-0.762581519906739	-4.05536279871534
HELPU_021377	-2.12362293257026	-2.99976352354657
HELPU_021405	-2.60711959617855	-2.35366946559523
HELPU_022908	-4.4172042741101	-2.19231097670569
HELPU_022992	-6.09871599320936	-1.70082135063743
HELPU_023405	-5.9072366698416	-2.03691494114042
HELPU_023584	-4.36278665988476	-2.01374501347193
HELPU_023683	-0.837769401035125	-3.6108503403175
HELPU_023689	-7.90047346551745	-3.32486392934349
HELPU_001984	-1.9366441281948	2.91015555060802
HELPU_002449	-4.81118518392753	1.93385900518092
HELPU_005678	-1.83301507964622	2.32455944019653
HELPU_008465	-5.11607179343604	3.49024835241093
HELPU_008737	-12.2042453969035	3.47224404885462
HELPU_011935	-1.16329006987452	2.36477258766939
HELPU_016811	-4.04404375707957	7.02629639417501
HELPU_019124	-1.57480101570871	5.91633388027744
HELPU_019622	-4.04785511211175	2.22056148767271
HELPU_021822	-3.09909109972819	3.13391808486466
HELPU_000385	-1.38081631709757	1.91399350039691
HELPU_000455	-1.06045341960885	6.82412807151884
HELPU_000826	-1.02495040747515	1.47003126393621
HELPU_001069	-2.81167431770307	2.57905052254097
HELPU_002357	-0.77876890582012	6.58022020137422
HELPU_004071	-0.704663212902571	5.43692326269103
HELPU_004216	-2.02734102971847	1.80588354255068
HELPU_004354	-1.39169461723976	2.99326088702989
HELPU_005639	-4.54667075124361	3.99191083128753
HELPU_005658	-1.30089761071967	6.09076118364519
HELPU_005866	-1.50823153685411	6.65037477098543
HELPU_006918	-2.45556793469698	1.96839155126706
HELPU_007025	-2.5295338743995	4.07860540895906
HELPU_007303	-7.21291245068326	2.0452710706876
HELPU_009135	-2.60324609307039	6.84752260814574
HELPU_009146	-7.75778898133991	2.93893140930083
HELPU_010002	-8.44796864290866	3.54192337897255
HELPU_010625	-1.40029746655726	3.35575330458847
HELPU_011361	-0.752784915173156	5.72684811646756
HELPU_011605	-4.52479548315087	2.58030686636155
HELPU_011664	-4.06055149128654	2.24877022103715
HELPU_012770	-3.0604700793552	1.69492546386997
HELPU_012846	-1.15200352436017	1.9329886546935
HELPU_013617	-2.0976886620749	2.90594337101147
HELPU_013887	-0.938271910476008	5.59688762504167
HELPU_013931	-2.20227846090277	4.79926952046087
HELPU_013933	-2.64229566121097	3.29329879388726
HELPU_014230	-4.22907552343589	5.60647417420502
HELPU_014237	-1.08107389945262	2.71920221897819
HELPU_014714	-4.55450959065789	3.28818042456738
HELPU_014871	-2.4421113497762	2.53347543895845
HELPU_014971	-1.52200880981597	2.03020194497211
HELPU_015047	-2.63695760374532	5.00630593963495
HELPU_015112	-3.14833510461904	6.51569327324586
HELPU_015178	-9.26265706308736	0.922809562167815
HELPU_016286	-2.00371889801196	3.67028340949935
HELPU_016344	-8.48119000371739	4.4031377981235
HELPU_017029	-1.02313771376566	5.94105303130479
HELPU_017207	-5.71797058044998	6.28674249631511
HELPU_017323	-2.42880015418455	1.01569746021791
HELPU_017731	-3.38602024588501	1.12264908226659
HELPU_017794	-1.29491780873749	1.54020857877058
HELPU_018118	-2.30015142193592	1.91513189735326
HELPU_018186	-6.11578799409408	6.12599542681315
HELPU_018401	-1.38203302826411	4.21280660399282
HELPU_018589	-1.78787105675864	7.22266415946311
HELPU_018634	-3.123196908849	1.85448303985756
HELPU_018831	-1.76345613673607	0.964868334653872
HELPU_019349	-2.04385298484649	2.57366490340027
HELPU_020363	-7.58476020424192	2.20604653937982
HELPU_021621	-7.03113434895022	2.42610518938437
HELPU_021980	-1.47564990977034	5.04323632738253
HELPU_022027	-2.65644767185636	3.3954869066817
HELPU_022127	-4.20553031728971	3.21211481465266
HELPU_000263	3.91737043257051	-1.47724282403631
HELPU_001157	1.53997874664437	-2.48809873385083
HELPU_001983	2.16060944342997	-1.76211037399914
HELPU_012657	0.94006283846191	-1.03177577886166
HELPU_001295	1.72369184209646	-1.48213084945632
HELPU_001377	1.63024357631969	-3.5230271618675
HELPU_001478	1.83260233414482	-4.61843389988433
HELPU_002134	1.03929429827685	-2.95989826675321
HELPU_002618	1.02962003839287	-2.10112251075094
HELPU_002923	1.17437796058815	-4.08639376260244
HELPU_002987	3.1203040611886	-2.19651658562877
HELPU_003632	0.892428422911018	-1.8811923070801
HELPU_004336	2.29400011999719	-1.13768078818052
HELPU_004805	0.931234631738988	-3.46018117891816
HELPU_005782	2.13823960067338	-2.68025436849303
HELPU_007932	0.544338170086031	-2.60820350295508
HELPU_009382	4.6888932616743	-1.87121009970533
HELPU_009599	1.64289974093433	-2.86204127431421
HELPU_010263	1.29374126769584	-2.97844661398311
HELPU_011422	1.14792893164068	-2.47311545232165
HELPU_011529	1.89966816865188	-6.67073464476881
HELPU_012880	0.682977482668942	-1.75124977236563
HELPU_012949	1.53605857831206	-3.08718432475092
HELPU_013120	1.35874002929424	-1.46561707167506
HELPU_013676	0.985277503936862	-3.89974577377756
HELPU_014284	1.36354540754015	-1.25160304267037
HELPU_014285	1.35775865948201	-3.94413105505412
HELPU_014328	8.60307077905114	-2.78796365210206
HELPU_014414	1.28942131246503	-1.5942516930919
HELPU_014622	1.40131184790835	-0.868181413241602
HELPU_014983	1.0471667010242	-4.99435433139921
HELPU_015544	2.11607867325497	-3.27084692139595
HELPU_015673	6.51418438062019	-3.72958071212859
HELPU_015876	1.37449178704278	-2.74314380394563
HELPU_016122	7.04860097983362	-2.35912316637217
HELPU_017569	9.75734533153192	-5.47740692424827
HELPU_017653	0.967736936759677	-3.93714738808352
HELPU_017781	3.04502013546837	-5.12063275307052
HELPU_018106	2.64837459044376	-1.59264107488345
HELPU_018544	2.5451500588514	-3.23535264179726
HELPU_018590	0.730202958648975	-0.801269329651367
HELPU_019026	2.66123060182225	-1.65265482334549
HELPU_022173	2.38181782057102	-5.35351766966066
HELPU_022366	2.27162304266773	-2.39220695564222
HELPU_022645	2.42261645102984	-1.64863787334404
HELPU_002146	3.380224050008	3.3459992385801
HELPU_002147	1.95439508905574	3.78245389834453
HELPU_010900	6.12142204566765	4.5509858400161
HELPU_010901	6.36946195750665	4.15728464599537
HELPU_010902	8.1706430587663	3.66371945085276
HELPU_012860	3.46191768462041	1.57464009669648
HELPU_013365	1.42001230969535	1.90342008517328
HELPU_014793	5.94816838497486	2.27415830947382
HELPU_015500	4.76665642699129	1.37928747610151
HELPU_016521	5.81407188588672	4.32864342700517
HELPU_017437	1.08298199528525	3.55150291976692
HELPU_017477	10.3385104736747	2.19735311184809
HELPU_019947	6.14784681504338	6.14388109235753
HELPU_021825	10.3648871348651	2.36419598071222
HELPU_000424	0.632357169247874	5.59074288117429
HELPU_000743	3.25261229289057	1.64764028122886
HELPU_001021	1.09328817240841	2.15763158925302
HELPU_001158	9.13081178470843	8.07626533139117
HELPU_001570	0.888773254151442	2.74570108369812
HELPU_002971	3.45169429335491	4.55605631691083
HELPU_003128	3.9978532746937	1.98800028168607
HELPU_003132	1.20076807647622	4.49280663254929
HELPU_003709	2.89324076268654	5.37274739155539
HELPU_004403	0.710159290948115	4.32932256217779
HELPU_005185	1.73280015347239	1.35516300037086
HELPU_005616	0.759191641303374	2.6184081939064
HELPU_005757	1.22017286935701	5.5920212629515
HELPU_006155	2.35771278310975	6.90364569326747
HELPU_006894	0.736786472097437	3.09914823675873
HELPU_007558	3.20977735831798	1.65086811136952
HELPU_008354	0.546239435719901	5.26046672170481
HELPU_008447	0.819796993341356	2.06225255596931
HELPU_008740	1.43611898135211	5.02596431046551
HELPU_009117	2.29160824901102	5.96768254635097
HELPU_009548	3.91257965084517	2.63677453040356
HELPU_009625	0.689042982664088	2.17192358557548
HELPU_009762	7.95345159994042	1.18288615935581
HELPU_009885	2.67563515047007	3.11654669183706
HELPU_009932	0.800695345772006	1.39075830110812
HELPU_010090	1.89647958161422	2.36469851428937
HELPU_010855	3.29477911361874	7.259237014704
HELPU_011457	8.40729054208921	2.39958592897895
HELPU_011532	0.720654865270696	5.68442537211707
HELPU_011716	0.777017207020381	3.39184764189774
HELPU_011893	2.21167700445036	3.65460413974781
HELPU_012395	4.71481103592394	1.84039156792694
HELPU_012407	11.1547401165967	3.10428757507796
HELPU_013126	1.10788623120391	1.60543903675508
HELPU_013340	3.98944091678782	2.96164430953886
HELPU_013660	5.32975949351739	6.98241531977
HELPU_014274	3.13504885606015	2.96987038497041
HELPU_014314	5.08294053381165	3.02529341041029
HELPU_014377	1.0204508479073	2.56399764248387
HELPU_014747	9.88954085380728	3.08781377385785
HELPU_014914	4.61597128030579	2.12659338064032
HELPU_014947	2.15707473486064	2.43832029764747
HELPU_015091	0.52742865481896	7.71642924146473
HELPU_015806	0.876968236919993	1.44345915727079
HELPU_015879	0.8272665453375	2.29245109167575
HELPU_015999	0.59540971715282	7.54354393226977
HELPU_016363	5.73669811297731	2.90330759345558
HELPU_016443	3.81636215391806	4.14974278802267
HELPU_016519	6.41482476208844	1.46947790638434
HELPU_016812	0.978322482752054	3.10296795022875
HELPU_016839	1.12798531238403	4.8453091885075
HELPU_016931	2.19077769543996	3.40749612607098
HELPU_016994	4.76130962190463	3.7125332450925
HELPU_017010	1.59631206764207	2.49742233398916
HELPU_017336	8.08201353397173	6.38369439735018
HELPU_018550	6.54545670976712	4.40793146840543
HELPU_018584	1.35466962053851	2.58918769806942
HELPU_018671	4.1847162062901	2.78235402277618
HELPU_019172	2.51135651756538	4.86873624332108
HELPU_019222	2.65933286349928	5.16391521139353
HELPU_019637	0.895226813453021	4.38596309623055
HELPU_019980	3.47009177394425	1.24925980529254
HELPU_020234	3.2167488728169	1.99689709358906
HELPU_020938	4.10670692012665	0.980112322961656
HELPU_021926	4.99990351962602	3.03310777422499
HELPU_021931	3.50802454068747	1.5734317753741
HELPU_021936	2.51738528451428	1.83423618167725
HELPU_022034	4.41415392582669	2.37975385869612
